GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00051305	Camp Guardian 日誌
GID00051306	Banner軍曹の報告
GID00051307	5日目
GID00051308	我々は何とか最初の橋まで瓦礫を取り除いた。これは遭難したかの様に見える。幸い、再建に使用するスクラップのために解体できる幾つかの木の小屋があった。ただ、我々が道を終える前にスクラップが尽きない事を願う。Jacksonは先日の夜に、ある種の遠吠えを聞いたと言う。私には風の音に様に聞こえた。
GID00051309	ラボレポート:試作品#ZRIN-375
GID00051310	当社の開発した特殊弾薬を使用するプロトタイプ弾。従来の10mm弾に混合化学薬品カプセルを詰め込んだもの。ラボの実験では、カプセルが割れたときの集中的ファイアバーストや榴散弾の飛び散り具合は、プロジェクトの要件を満たすものだった。ただし、実地試験では、混合化学薬品カプセルを詰め込んだ弾薬はあまりにぜい弱で、過度の振動や歩く速度によって暴発することもあった。
GID00051311	日記の書き込み07-C:ステファン
GID00051313	ラボレポート:試作品#ZRIN-363
GID00051314	実験段階のプロトタイプは、液状弾薬式火炎放射兵器に共通するハードウェアを幅広く活用している。初期のテストでは目を見張るような結果が得られたが、ユニットの極端な重さ(118.3kg)とガスの吸い込みによって、被験者の多くは、特定のフィールド状況において、ユニットが撃てなくなるか、意識を保てなくなった。
GID00051315	人口の増加を制限することdsfjn4KJ98fskj生き残るために必要だ。暴動が始まってからjdsaf94ndsk kndfh49lksドアを封鎖し、ガードを配置した。kd94hnkjsf trg9843犬のように戦う。kdsf94Dndakf nb48itohgeHafj bl反乱者たちが武器庫を襲ったdsajfkX84nslkfd 4ih9ot失敗に終わった。dfihn 0984tlafbclaf武器庫への襲撃時に9j320rfieagb 489tgf 8vd反応炉が損傷した。dslkgJ0945n dfkdsコントロールセンターdkflmn94nrsglkSs kl95。戦いdsfnk498an 0fdもっともdfju984jskf残ってダメージの修復di94nbaf j849hfdskl失敗だった。
GID00051316	日記の書き込み2R-A0:初期のグールチップ
GID00051318	日記の書き込み64D-A3:ミュータントチップ
GID00051320	 トレードキャラバンログ
GID00051322	 前回の訪問時、彼らは"偉大なる者"と呼ばれる人物が私に会いたがっていると告げた。自家製の酒でも飲みながら、一種の儀式に参加しないか、と。 今回は、お言葉に甘えて酒をいただこうかと思う。しばらくまともな酒を飲んでないし、スケジュール的にも1日余裕があるからな。
GID00051323	From: Laura Robinson
GID00051324	To: Daniel Raati
GID00051325	やあ、Mr. Raati
GID00051326	私の最終稿を見ていただけませんか? あまりにも不公平なんです! 私は完全に課題をこなしたのに、彼女はDの判定を下したんですよ! 私はあんなに頑張ったのに、彼女は意地が悪すぎます。もちろん、どんな判定であれ下すのは彼女の権限ですが、私は今までB以下の評定をとったことがないんです。1度も! そんなワケで、最終稿を見ていただけませんか? それでDだとおっしゃるのなら、私も納得します。
GID00051327	よろしくお願いします。Laura
GID00051328	El Dorado変電所とLucky 38のリアクターが、直結された。
GID00051329	From: Daniel Raati
GID00051330	To: *全生徒*
GID00051331	こんにちは。
GID00051332	わが校の門が無期限に閉じられることを、皆すでに知っていると思う。各教室の教員が、全員に最新の読書リストとワークブックを送り、勉強を続けられるようにする予定だ。せっかくの自由時間を上手く使って、こうした教材でよく勉強してもらいたい。
GID00051333	ありがとう。
GID00051334	Daniel
GID00051335	From: Daniel Raati
GID00051336	To: *全父兄*
GID00051337	父兄へ
GID00051338	まことに遺憾ながら、当校は今学期を完了できなくなりました。私は映写室で何回かの個別指導を行うつもりですが、これは正規の授業ではないため、出席は任意となります。
GID00051339	また、近隣のエリアで教師や生徒の受け入れ先になってくれる学校を、Michelleに探してもらっているところです。こうした見通しのうえに迅速な復旧が行われれば、今回の予期せぬ休暇は、長引くことなく終わるでしょう。
GID00051340	敬具
GID00051341	Daniel Raati
GID00051342	 作業台で次のアイテムを組み立ててください:
GID00051343	ランチボックス
GID00051344	チェリーボム
GID00051345	センサーモジュール
GID00051346	キャップ10個
GID00051347	今なら、この材料で2個作れます!
GID00051348	手頃で扱いやすい手作り爆弾、"ボトルキャップ地雷"! 意外なパワーが秘められているので、置いたら下がって!
GID00051359	今をもって、従来の監督官の選抜方法は、ここに終わります。年次選挙の代わりに、1人の市民が我々のメインフレームの乱数ジェネレータで任期開始の1ヶ月前に選ばれ、完全な公平性が保証される。
GID00051360	キャサリン・ストーン
GID00051361	監督官
GID00051363	いまだにシェリルの姿はない。この街の噂は本当だった。まさしく、死の罠だ。角を曲がるたび、ミュータントやサイコどもが現れる。シェリルは強い女だが、心配だ。なにしろ、マイルズまで行方不明なんだ。初めてケンタウロスに遭遇したとき、エメットは八つ裂きにされてしまった。
GID00051366	Boomerの子供の1人、Lindsayがテディベアを失くした。彼女が最後にそれを見たのは、ハンガーでかくれんぼをしている時だったらしい。
GID00051367	Boomerの子供の1人、Lindsayがテディベアを失くしたが、どこで失くしたか分からないという。
GID00051368	アクセス拒否… システムオーバーライド--->ハウスメインフレーム
GID00051369	私は真実を知っている。診療所で起こった騒ぎには裏がある。医師は彼らに薬を投与しており、彼女は真相を知っているに違いない。彼女が自分のオフィスから決して出ようとしないのは、通気口から毒を送り込んでいるからだ。彼女のオフィスだけが安全な場所なのだろう。
GID00051370	今日、診療所でBlueの何人かがトラブルを引き起こした。彼らは薬品を盗んでいたに違いない。夜中に通気口が作動するのが聞こえた。他の者も聞いている。彼らは盗んだ薬を使って私達に毒を盛るつもりなのだろう。診療所から物資を盗み、それらで私達を皆殺しにする気だ。
GID00051371	Pearlの信頼を得るには、Boomer達の評判を上げる必要がある
GID00051372	Cuddlesと呼んでいる顔に傷のあるミュータントが訪ねてきて、車を修理して欲しいと頼んできた。それは専門外だと説明したところ、本気で殺されそうな勢いだった。
GID00051375	分量:40人分
GID00051376	マッシュルームクリームスープ10缶
GID00051377	ミルク、3杯
GID00051378	お好みのランチョンミート、1.8kg
GID00051379	薄切りにしたゆで卵、20個
GID00051381	隠し味、1パック
GID00051382	あらかじめ、オーブンを180度に熱しておく。スープとミルクを鍋に入れ、ランチョンミート、卵、豆を加えてよく混ぜる。オーブンで20分焼く。隠し味(Top Brahmin、1パック)を振りかける。さらに10分焼く。
GID00051385	日記の書き込みL-2
GID00051387	こいつはどうやら、爆弾の起爆 / 停止コードのようだ。
GID00051390	それと、私のほうへホッチキスの針を飛ばさないでくれ。床に落ちて危険なんだ。私がくつを脱いで働くのが好きだってこと、知ってるだろ?
GID00051391	546f6f206d616e792073656372657473
GID00051392	Camp Guardian 日誌
GID00051393	Sergeant Bannerの報告
GID00051394	13日目
GID00051395	ほぼ1週間がたったが、まだMcCarranから無線機に関しての連絡は無い。私は、McCarranが要請した装置を送ってくるまで、携帯無線機か他の無線装置を分けてもらえないか確認するため、使いをBravoへ送っている。間抜け野郎どもは、我々が伝書鳩か何かを使うと思っていると私は誓う。
GID00051396	助けて!
GID00051397	オフィスに自分を閉じ込めちまった。カギが見つからない。
GID00051398	警察を呼んで!
GID00051399	NCR Correctional FacilityのHanniganは、医学書を入手して欲しいようだ。
GID00051400	From: Michael Robinson
GID00051401	To: Michelle Dallian
GID00051402	オーケー、Michelle。私が間違っていたよ。ウェイストランドは私が思っていたほど危険ではないようだ。危険ではない。だからと言って、安全だとは限らない。今のところは運に助けられているが、いずれ我々は手一杯になるだろう。扉をしばらく閉じて、防備を固めよう。賢明に行こうじゃないか。妙な帽子を被ったイカレた連中がいるのを見ただろう? 奴らは日々少しずつ近寄ってくる。簡単に奴らのカモにはならないことを見せてやろう。ここは安全かつ賢明にやろうじゃないか。
GID00051403	ご随意に。
GID00051404	Michael
GID00051405	シーグレイブへ
GID00051406	つまらない政治的駆け引きに、私を巻き込まないで。バノンは何ら失態は犯していない。今後、もし、バノンがリベットシティの利益を損することがあったら、市議会の残りのメンバーで策を講じるだけ。それまで、私は研究で忙しいの。
GID00051407	あなたたちへ
GID00051408	Dr.マジソン・リー
GID00051409	From: Michael Robinson
GID00051410	To: Undisclosed-Recipients
GID00051411	君が大義を捨てたと聞いて残念だよ。この計画の愚劣さに気づいているのは、もう私だけなのか? 外の世界はまだ回復していないはずだ。爆弾が落ちる前、ネバダは砂漠だった。外がどうなっているかは想像もできん。君らは全員臆病者だし、君らの恐れが我々全員を死へと追いやるんだ。
GID00051412	- Mike
GID00051413	Dr.リーへ
GID00051414	きみも承知だと思うが、バノンは心の底から、リベットシティの繁栄を願っているわけではない。すべては金もうけのためなんだ。1個のキャップのために(やつには子供はいないが)我が子だって売りかねない男だ。排除すべきだろう。やつの後がまには、私が喜んで座ろうじゃないか。
GID00051415	敬具
GID00051416	シーグレイブ・ホームズ
GID00051417	From: Michael Robinson
GID00051418	To: Michelle Dallian
GID00051419	Michelle、考え直してくれ。武器を持って行って、武装するんだ。君が我々に厄介事を持ち帰ってくるのは確実だろうがね。
GID00051420	- Mike
GID00051421	サバイバル・ウェポンのアイデアが浮かんだ。ウェイストランド中に散らばっているあのレールロード・スパイク。あれを弾として使えば、武器が造れるんじゃないかと。でっかい輪ゴムを使って試してみたが、うまくいかなかった。動力源に蒸気を使ったら、もしや?
GID00051422	 作業台で次のアイテムを組み立ててください:
GID00051423	ワンダーグルー
GID00051424	レザーベルト
GID00051425	メディカル・サポーター
GID00051426	デスクローの手
GID00051427	今なら、威力が20%アップ!
GID00051428	このガントレットを装備すれば、"丸腰"の攻撃でも、デスクローの持つ凶暴性とアーマー貫通力を発揮できます。もっとも、デスクローの手を入手するのは、よほどのタフガイでも難しいでしょうが。
GID00051429	バノン:相変わらず、彼の言う"社会問題"に頭を抱えている。ペニシリンを打ち続けているため、近々、気をつけるよう説得してみる。
GID00051430	ブロック:しょっちゅう鼻を折っている。彼を診察することは稀だが、少なくとも、彼の"紹介する"人々はまだ生きている。かろうじて。
GID00051431	ポーリー・カンテッリ:ちっとも懲りない中毒患者で、彼の治療は安定収入源ではあるが、結局はクスリがやめられないのなら、彼ばかりにリソースを割いてもいられない。
GID00051432	シーグレイブ・ホームズ:下層デッキで修理を担当しているため、慢性的にレッド肺病を患っている。毎晩数時間、屋上で新鮮な空気を吸うように指導。
GID00051433	ゲイリー・ステイリー:心身衰弱。どこかで休息が必要だろうが、それを言ったら、休息は誰にだって必要だ。
GID00051434	トリニー:驚くほどの健康体だが、アルコール依存症だ。それに、彼女の仕事には危険がつきまとう。ランプライトではみな、たくましく育つのだろうか。
GID00051435	今日、Marcus達が去っていった。ついに自分達だけの場所を手に入れたのだ!これで、ラジオで話す内容にいちいち口を出されることもなくなった。電波を自由に使えるワケだ!
GID00051436	これでRhondaと私は計画通り、自分たちのラジオ番組を持てるワケだ。Marcusがそうさせてくれなかった理由が分からない。Rhondaの考えを伝えると、奴はいつもものすごく動揺した。Rhondaが言うには、自分が賢すぎて手に負えないから、怖かったんだろうってさ。
GID00051437	とにかく新時代の幕開けだ!バカ連中の大半が居残ったことだけが残念でならない。
GID00051438	通常の危険とは別に、リベットシティで長いこと暮らしていると、住人には次のような異常が生じる:
GID00051439	・閉口障害:錆びついた船体で切り傷を負うことにより、特にあごの筋肉がけいれん、収縮する。可能なら、ペニシリンを投与すること。
GID00051440	・レッド肺病:錆の粒子を吸い続けることで発症する、呼吸器系疾患。とりわけ、ハンガーデッキの住人や寝たきりの病人にとって問題となる。蒸気セラピーを受けるか、エリア外に出るなどして、体内システムを浄化すること。
GID00051441	・魚中毒:最近は少なくなったが、ごくたまに、川で見つけた魚を食べるという愚行に走る者がいる。放射能レベルの急激な上昇と水銀中毒により、犠牲者のほとんどは死に至る。治療法はない。怪しいものは口にしないのが、一番の予防になる。
GID00051444	辛yじてタイプしている状況だ。山のおiカげで爆発にtヨる最悪の事態kkらは逃れたが、周囲nあまりに放射能gaaaaaaaaa
GID00051446	USMC個人契約PRVMIL-3482b
GID00051447	国防総庁からの公式命令
GID00051448	契約者以外の閲覧禁止(遵守されない場合、国家反逆罪に問われる)
GID00051450	Y・グオ
GID00051451	A・ヘー
GID00051452	H・X・ミン
GID00051453	M・パン
GID00051454	M・パン・ジュニア
GID00051455	R・チョン
GID00051456	H・K・ツェン
GID00051457	Brahmin長者はMorales上院議員の政治基盤において重要な一角を担っており、彼はまもなく再選を目指して立候補する予定だ。Jacobstownのミュータント達は追い払うか、挑発して攻撃させる必要がある。Morales上院議員はミュータントに対して強い態度で臨めることを示したい意向だが、その手を血で染めるわけにはいかない。
GID00051458	そのため、Oak Creekの不法占拠者達に対して行ったのと同じ戦術を使ってくれ。ミュータント達に嫌がらせをして欲しい。だが、奴らが先に攻撃してくるまで殺してはいけない。
GID00051459	Mr.ロペスが自殺を考えている。彼を止めるべきか、手を貸してやるべきか、私には決断できない。
GID00051460	このホロテープには、過去数ヶ月間にRanger Station Foxtrotで起きた戦闘や事件などの報告書のリストが収録されている。Ranger Kudlowの言葉を借りれば、平穏な数ヶ月だったようだ。
GID00051461	 作業台で次のアイテムを組み立ててください:
GID00051462	ワンダーグルー
GID00051463	レザーベルト
GID00051464	メディカル・サポーター
GID00051465	デスクローの手
GID00051466	今なら、威力が10%アップ!
GID00051467	このガントレットを装備すれば、"丸腰"の攻撃でも、デスクローの持つ凶暴性とアーマー貫通力を発揮できます。もっとも、デスクローの手を入手するのは、よほどのタフガイでも難しいでしょうが。
GID00051468	貯蔵室2の現在の在庫:
GID00051469	14 窒素缶
GID00051470	02 圧力弁
GID00051471	08 散布ノズル
GID00051472	06 カートリッジフィルター(HEPA 20)
GID00051473	26 FRPパイプ (2m)
GID00051474	このホローテープにはモハベ砂漠にある様々なレンジャー基地の無線機に対応した更新されたセキュリティーコードが記録されている。しかし、一致したパスコードがなければ誰の役にも立たない。
GID00051475	爆弾は指示どおり、ペンシルベニア通りに仕掛けた。電気スイッチは同じ通りの建設現場の1階に置いてある。スイッチを入れたら隠れて、爆破ショウに備えるんだ。私はもう少しここに残って、ミュータントを何匹か殺しておこう。
GID00051476	タロン社の傭兵
GID00051477	タロン社
GID00051478	さよならを言わないと。望みがないことは承知している。それでも、私の妹がひとりでも、まだ、どこかをさまよっているかもしれない。それに、お別れを言わずに出発はできない。私が全力を尽くしたことをわかってほしい。一生懸命やった。最後に死ぬのは自分であってほしいと思う。そしたら、私以外の人たちみんなを、死ぬ前に助けてあげられるから。
GID00051479	最近の私は看護士と言うよりも、説教師だ。補充兵が戻ってくるという希望はついえた。私が唯一望むのは、彼らがいくばくかの誇りを持って、我らを見捨てることなく死んだということだ。薬がないと、人々は放射能に屈してしまう。そうなれば、もう、治療法はない。我らにできるのは、彼らに安らかな最期を迎えさせることくらいだ。鎮痛剤とウィスキーが切れたら、もう、祈ってやることくらいしかできない。私は頭に布を巻いた。自分の毛がごっそり抜けてしまったところを、彼らに見られたくない。
GID00051480	プロシア・ブルーが底を尽きそうだ。それが何を意味するのか、多くの人はわかっていない。私はそのことに感謝したい。キャンプに滞在している地元のドクターが、ここからほど近い場所に、ガンの治療センターがあると教えてくれた。私は偵察のため、警備兵を何人か送り込んだ。もし、フィルグラスティムが手に入れば、放射能による影響の爆発的な広がりを、もう少しだけ食い止められるかもしれない。
GID00051481	下士官のアドバイスに従い、特に症状のひどい放射能の犠牲者を収容するための隔離所を設けた。感染性の疾患でないことは少し考えればわかる。だが、彼らの多くはわからない。隔離のおかげで、彼らは少し落ち着いた。また、夜の死体回収作業も楽になった。恐ろしいのは人の死ではなく、その死にざまなのだ。髪が抜けて全身に発しんができる、なんて甘いもんじゃない。彼らの死にざまは悲惨すぎる。
GID00051482	昨晩、ドロレスとレベッカが逃走した。去りぎわにモノを盗んでいかなかったのは、いい心がけだ。私はベッキーに、初日に封鎖した食堂と掘り抜き井戸のカギを預けた。数名の生存者が、近くのVaultに避難しようなどとバカげたことを言っていて、女たちも、彼らについていくと決めたらしい。浅はかなことを。なんとかVaultにたどりついても、今さらもう、やつらは誰も中に入れようとはしない。まあ、このバカどもの分だけ食糧が浮いたのは歓迎だ。
GID00051483	皆心配いらないというけれど、たまに心配になる。何かがここにはいると思う。いつも部屋の上から奇妙な音が聞こえる。
GID00051484	我が部隊はナショナルガード分遣隊の配属となった。彼らは一睡もせず、ペンシルベニアから車を走らせてきた。今は、生存者を落ち着かせるのに懸命だ。そのいっぽうで、この男たちは戦闘準備にかかっている。略奪行為が激化していたが、小さな町だ。盗るものはたいして残ってない。食堂ではいつももめごとが起きていた。警備員がギリギリで間に合ったようだ。
GID00051485	このレシピで、Cassの密造酒が作れるようになった。
GID00051491	Raul、
GID00051492	Rhondaが、おれを怒らせるようなことをしたんで、こいつを投げてしまった。そんで、動かなくなっちまった。
GID00051493	頼む、直してくれ。
GID00051494	NelisのJackが廃棄部品を探している。報酬を支払うことはできないが、多くの大砲を持つ人達の信頼を得るには良いアイディアのようだ。
GID00051495	James,
GID00051496	お前と私は共に7年間任務を行った。そして私はお前に頼んでいる。ここの私の部下から兵を送るのを中止し、約束している交代要員を送るよう、General Oliverを説得してもらいたい。私は囚人達に、新しい線路を造らせ、既存の線路を修理させる事になっているが、やつらを監視する兵を持たないならば、出来はしない。generalは、残っている少数の兵で数ダースの札つきのやつらを抑える事が出来ると、本当思っているのか?
GID00051497	お前はかつてModocで私に借りがある。私を失望させるな。
GID00051498	Nathan
GID00051499	FiendsはNew Vegasの外でより活動している。Camp McCarranに配置されるNCR部隊は今のところ、これについて取り扱っている。しかし、状況はモニターされる必要がある。
GID00051500	何かが起こっている。また、私はそのすべてにCookeが裏にいると確信している。まだ証拠はない、しかし、何かを感じる...オフにする。
GID00051501	Cookeについて。彼は若い囚人達に実に人気があり、それらの多くは彼の反NCR教義に毒されている様だ。Cookeのグループは全て、特に彼自身、模範囚だ。彼らは争わず、常に言われたことを行う。彼らは私に危機感を与える。もし出来るなら、毎日毎秒警戒しただろう。
GID00051502	お父さんは、私が言う言葉をまったく聞かない。
GID00051503	彼は基底から必需品を取りだすために塹壕を残し続けている。彼は穴を開けたと思うが、ここは閉じ込められた。しかし、我々の残りがある。
GID00051504	そして塹壕は安全だ!彼が去るたびに、彼は我々全員をひどい放射線にさらす。
GID00051505	やっとの思いでここに入ったのに、パパはじっとしていられないって理由だけで、その苦労を台無しにしようとしてる。
GID00051506	ほんと、ときたまパパのことが憎くなるわ。
GID00051507	我々のNew Vegasの東側の農場は多くの量の作物を生産している。Hoover Damからの追加の水が割り当てられたら、我々は今後数年間で農場を相当数増やすことができる。これはより多くの住民が併合に賛成するということを意味しているのだ。
GID00051508	Caesar's Legionと呼ばれてる報告書に目を通してみた。まぁ、単なるraiderの集団に思えるが、お偉方は脅威を感じてるみたいだ。
GID00051509	報告はFreesideから、NCR所属の人々に度々暴力が振るわれているという内容で届いている。我々は現状を視察しに行くところだ。もちろん、すべての資料がPacerの関与を示している。
GID00051510	彼らは私の部下からさらに3名送った。彼らは、ダムの状況を支配下に置き続ける事が全てだと言うが、この場所についてはどうなんだ? ここの状況は、部下達と私にとって危険になっている - 私はそれを知っている。部下達はそれを知っている。そして囚人達はそれをしっている。何かが起こるまで時間の問題だ。
GID00051511	我々の内部情報源の最新の報告によると、Omertas はHouseをこころよく思っていない。彼への対抗手段としてこれは使えるのではないか。
GID00051512	Private Moralesは彼女の死んだ夫の死体発見と回収を依頼してきた。彼の死体は明らかにNCR兵士を引き寄せて殺すエサに使われている。ワナとスナイパーを見つけたほうがいいな...
GID00051513	死体はRepconn HQのちょうど東にあり、線路の北側にある兵士のキャンプにひきずっていかなければならない。
GID00051514	ユーロジー、きみのパスワードを"tryandrememberitthistime"に変更しておいた。もう忘れないでくれよ。
GID00051515	ページ64
GID00051516	...人口は妨げられることなく増加し続けた。過密が破壊的な水準となり、最初は何とも無かったが、すぐに武器庫の火器への開放にまで至った。当時、武器庫のドアはメインシステムに接続されておらず、ロック出来なかった;そこで私は、武器庫のドアに警備員を配置し、問題を起こしそうな住人が武器を入手出来ないようにした。多少の抗議はあったが、大部分の住人は容認したようだ...
GID00051517	***ベータテスト通知***
GID00051518	Ms.グラニエ
GID00051519	月曜日から、"グロッグナックの若き異教徒ども"ファンクラブの会員たちが、ゲームソフト、"グレロックの支配"のベータ版テストのため、オフィスにやってくる。参加者にはベータ版テスト参加同意書に記入してもらい、予定時刻の15分前になったら、テスト会場へ誘導すること。メインの通路を突き当たりまで進み、右手のドアを抜け、右側の狭い通路を進んでいけば、そこがベータ版テストエリアだ。
GID00051521	荒天時規定C31項
GID00051523	この集落の指導者であるMarcusは、Rhondaの事を忘れる為に日記をつけるべきだと言った。また彼は、この奇妙で古い建物の中で何か面白いものが見つかるだろうとも言った。ここで何が面白いと言えるだろうか?思い当たるのはガラクタの古いターミナルくらいだ。
GID00051524	From: McAndrews, Jeanne
GID00051525	To: McCoy, Derrick
GID00051526	件名:今夜の武器訓練?
GID00051527	もちろん、私も参加するわ。私の銃がたまたま暴発して、たまたまサムのポケットの"パイナップル"に命中しないともかぎらないし。
GID00051528	■指令■
GID00051529	[CRLF]この荷物をFreeside経由で、Vegas Stripの北門まで配達せよ。検問所では、受取人の使いの者が待機している。その者に荷物を譲渡し代金を受領せよ。その後、Mojave Express Primm支店のJohnson Nashまで代金を配送せよ。
GID00051530	[CRLF]完了特別手当: 250 caps.
GID00051531	[CRLF]■目録■
GID00051532	[CRLF]荷物内容:
GID00051533	[CRLF]プラチナ製特大Poker Chip 1個
GID00051534	[CRLF]■当該契約における罰則事項■
GID00051535	[CRLF]あなたは、配達が完了し支払いが処理されるまで、Mojave Express Packageの委任執行人であり、この取引を完了する事と不正行為や損失への物質的な責任を負う事を契約上義務付けられている。正当な受取人への配達を怠った場合、下記事項の一部ないし全てが処分内容となる場合がある:昇進の取消、特別報酬の喪失、刑事責任の発生、傭兵回収部隊による追跡。尚、上述の回収行為による、あなたの受ける身体的損傷ないし生命の喪失に関して、Mojave Expressは一切の責任を負わない。
GID00051536	緊急避難規定T01項
GID00051537	緊急避難シナリオ"F1-a"が発生した場合、停職処分中でない全幹部役員は、公文書館から都市トンネルを抜けて、建物から避難すること。それ以外の従業員はその場に残り、差し迫った連邦当局の尋問から、進行中のプロジェクトを保護すること。
GID00051538	全従業員は協力して、正面ドアにバリケードを設置し、午後5時まで、あるいは、セキュリティ部長が"T81"のプロトコルを行使するまで、建物の安全を確保すること。この日の通常の休憩時間は持ち越しとなる。
GID00051539	内部メモ
GID00051541	引き続き、社内規定を遵守するように。
GID00051542	界:動物界
GID00051543	門:節足動物門
GID00051544	網:昆虫綱
GID00051545	目:ゴキブリ目
GID00051546	科:ゴキブリ科
GID00051547	属:ゴキブリ属
GID00051548	日常会話ではラッドローチと呼ばれ、近代アメリカの景色の一部と化しているほど頻繁に見かけるゴキブリだ。ワモンゴキブリ(別名、アメリカゴキブリ)の仲間だと思われるが、長期に渡って過度の放射能を浴びたため、ゲノム特性は変化している。羽はあるが飛ぶことができず、推察するに、進化に失敗したため、羽の発達が体の巨大化に追いつかなかったのではないか。ただし、ラッドローチの羽は種族間コミュニケーションにおいて、何らかの役割を果たしているようだ。メトロトンネルのような陰湿な場所を好み、そこで繁殖するため、こうしたエリアでは警戒が必要だが、群れで襲ってきてもたいした脅威にはならない。
GID00051549	From: McAndrews, Jeanne
GID00051550	To:人事管理部長
GID00051551	件名:職場の険悪な雰囲気について
GID00051552	確かに私はプロジェクトへの参加に同意したわ。そのために銃を持つことも受け入れて、人だって撃ったわ。けどね、サムエル・ジョンソンとのデートだけは御免なの。
GID00051553	会社が緊急時に使うために備品を支給するようになってから、あの変態男は私や他の女の同僚を誘ったり、卑わいなことを言ったりしているの。
GID00051554	このプロジェクトの成功を願うなら、サムエルが"ポッケの中のパイナップル"とか言うのをやめさせてちょうだい。でないと、女性社員を連れて集団辞職させていただくわ。
GID00051555	From:人事管理部長
GID00051556	To:全社員
GID00051557	件名:Eメールの大文字使用について
GID00051558	念を押しておくが、連邦当局のガサ入れが近かろうが、会社の社内規定は今でも有効だ。
GID00051559	具体的に言うと、大文字でメールを書かないように。このスタイルは同僚に不快感を与える。
GID00051560	ご協力ありがとうございます
GID00051561	From:デリック・マッコイ
GID00051562	To:全社員
GID00051563	件名:今夜の武器訓練?
GID00051564	会社支給の"低級軍事用"の銃で射撃練習をしたい者は、午後7時に庭に来てくれ。サムと私とで撃つ予定だ。
GID00051565	酒は出ないから、そのつもりで。
GID00051566	デッキを作成する
GID00051567	キャラバンデッキは、1種または複数のトランプセットから少なくとも30枚で構成されています。同じセットのカードを重複させる事はできませんが、プレイヤーの戦略で任意のカードを好きな枚数だけ所持している場合があります。たとえばセットAのスペードのキングと、セットBのスペードのキングは共にデッキに組み込めますが、セットAからスペードのキングを何枚も組み込むことは違法になります。
GID00051568	ルール
GID00051569	キャラバンは、2人のプレイヤーがカードを対向する3つの山場(またはキャラバン)にカードを順番に置いていく遊びです。目標は積み荷(数字カードの合計値)が軽すぎず重すぎない範囲(21～26)で相手よりも高値をつけることです。
GID00051570	ゲームは各プレイヤーが自分のデッキから8枚のカードを取り、いずれかの数値カードまたはエースカードを各キャラバンに置くことで開始します。 プレイヤーは、この最初のラウンド中に廃棄しないことがあります。
GID00051571	プレイヤーが両者とも各自の3つのキャラバンを開始したら、各プレイヤーは自分のターンで次のいずれかを行うことができます:
GID00051572	1. 一枚のカードを山場に置き、デッキから新しいカード引く。
GID00051573	2. 引いたカードを破棄し、デッキから新しいカードを引く。
GID00051574	3. 山場からすべてのカードを取除くことによって、3つのキャラバンの1つを解散させる。
GID00051575	キャラバンには、数値の昇順降順などの方向性、およびスート(マーク)があります。スートは一番上(最後)のカードで決定され、方向性はその前のカードとの大小で決まります。以降に置くカードはすべて数値昇降の方向に従うか、またはスートを一致させなければなりません。同じ数値のカードは、スートに関係なく使用できません。絵札はあらゆる(つまり相手のでも)キャラバンの数字カードに付けることができ、さまざまな方法でそれらに影響を与えます。
GID00051576	カードの価値
GID00051577	ジョーカー:エースと数字カードに付けて使います。効果は付けた相手がエースか数字カードかによって変わります(下記参照)。重複可能。
GID00051578	エース:1の価値。エースにジョーカーをつけると、そのエースと同じスートの全ての数字カードをテーブルから排除します。例えば、スペードのエースについたジョーカーは、絵札とそのカードを除いた全てのスペードカードをテーブルから排除します。
GID00051579	2-10:そのままの価値。これらのカードについたジョーカーは同じ数字のカードをテーブルから排除します。例えば、ハートの4についたジョーカーはそのカード以外の全ての4をテーブルから排除します。
GID00051580	ジャック:エースと数字カードに付与できます。付けたカード及びそれについた他の絵札を取り除きます。
GID00051581	クィーン:エースと数字カードに付与できます。手札の現在の方向を逆転しスートも自身のものに変えます。重複可
GID00051582	キング:エースと数字カードに付与できます。そのカードと同じ価値を持ちます。例えば、9にキングをつけると9+9になります。重複可。例えば、4+ king = 8。4 + king2枚 = 16
GID00051583	勝利
GID00051584	プレイヤーのキャラバンはカードの価値が21～26の時に販売と見なされます。他のプレイヤーは21-26の範囲内にとどまっているなら相手の山札の価値を増やすことによって高値で競い勝つことがあります。それぞれ3つの競合するキャラバンが売却された時、ゲームは終了します。3つのキャラバンの内の1つの価値がプレイヤー間で同じの場合は3つキャラバンが売却されるまで続きます。2つ以上販売したプレイヤーが総賭金を獲得します。
GID00051585	From:ジョアンナ・ワーリング
GID00051586	To:全社員
GID00051587	件名: たいへん!!!
GID00051588	やつらが来たわ! ドアを守って! 連邦当局よ!
GID00051589	種族: ビューベリア属Mordicana
GID00051590	昆虫病原菌、B. Mordicanaはほとんどの害虫の身体に寄生するよう開発された。宿主に完全に寄生すると、技術的に宿主は死ぬが、体内に寄生した菌の影響により身体が動き続ける。この様に、菌は犠牲者の体内で動きまわり、時折宿主の体の周囲に胞子を撒き散らし、近くのものすべてを感染させる。その欠点は、犠牲者を殺すのに10日-20日かかる。さらに非社交的な害虫に使用した時に効果が限定されることだ。
GID00051591	From:人事管理部長
GID00051592	To: Johnson, Samuel
GID00051593	Mr.ジョンソン
GID00051594	当社の規定では、性的なものを含めた従業員間におけるハラスメントをいっさい禁じている。
