GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00077702	それがお前の賭ける方か?そのせいでお前の頭蓋は弾丸をブチ込まれることになるのは予想できるよ。
GID00077703	Dog、これまでに何度も銃撃を受けてる。お前を捕まえるの、止められない。
GID00077704	君がこいつをコントロール出来てることを願うよ。指が引き金を引きたくてうずうずしてくるからな。
GID00077705	どこかの観光客に騙されるためにわざわざ来ませんでした。
GID00077706	最後に誰がカードを握っているかが誰か、今に分かるさ…
GID00077707	馬鹿を見るぞ、"相棒"。あなたは私抜きで商品を受け取らなかった。
GID00077708	これは罰金だな、あなたはどうする。
GID00077709	あいつらがクッションに座った時に爆破すべきだった。今よりはマシな結果になったろうにな。
GID00077710	Dean、最後の仕事を終わらせるんだ。それは全てあなたの望み通り、そこで持ちこたえるんだ。
GID00077711	Dean、地元住民に見つからないように、頭を下げておけ。
GID00077712	Sinclair、私がするあなたを叱りつける行為の全てを評価したほうがよい。
GID00077713	その観光客はほかの大半より良いです。おそらく重要でないでしょう。
GID00077714	空が明るくなってから、Ghostsに満たされる街に行こう。
GID00077715	繋がれた首輪は新しい企みです。私はそれをあまり好きとは言うことが出来ません。
GID00077716	花火を待つんだ。ちょうど前回と同じように。
GID00077717	鍵がどうなったか見つけた時の彼らの顔を見るのが待ちきれない。ちょっと彼らが出て行くのを待とう。
GID00077718	空に明かりがともるとき、空間はマスクでいっぱいになっているだろう。
GID00077719	彼らがドアを閉める前にゲートに着くまであまり時間はなくそして人々は締め出される。
GID00077720	聖母マリア、母、そしてJoe、今、ショーがあります。
GID00077721	わかった、今すぐに ― ここから出て行く。
GID00077722	もしGhost Peopleが以前に私たちがここにいることを知らなかったら、彼らは今それを知った。
GID00077723	誰かがバンドの演奏を始めた。拷問された猫のバンド。
GID00077724	どんな種類のカジノが2つのGrand Openingにあるんだ?
GID00077725	これがあなたの最後の演奏だ、Sinclair、約束しよう。
GID00077726	たまたまだ。
GID00077727	幸運が最終的に私の上に降り注いできた。
GID00077728	待つんだ、素敵な人。私の為にゲートを開けたままにしてくれ、Deanはすぐにそこに行くよ。
GID00077729	Sierra Madre、恋人よ、Deanは帰って来るよ。
GID00077730	俺を見るのは止せよ、この馬鹿。お前の胃袋が鳴ってるのがここから聞こえるぞ、勘弁願いたいな。
GID00077732	それはSinclairに言ってくれ、彼は確実にものを固定する方法を知っていた、クソきついとげだ。
GID00077733	いったい他のみんなはどこに行ってしまったんだ?
GID00077734	何がバカどもに起きたんだ。わたしがされたように、連れ去られたのだろうか?ふむ。
GID00077735	ふむ。劇場はほとんどそれと同じだった。
GID00077736	二度とここで演奏することはないだろう、それは確かだな。
GID00077737	この100年で最初のステージで、それじゃなきゃダメなのか?
GID00077738	ここでいくつかの援助が必要で… それからその聴衆は友好的には見えないな。
GID00077739	相棒が私よりうまくやったと思いたい… 私を見捨てて去ったのではなく、報復は上手くいかなかったのだと。
GID00077740	その聴衆は… より低く横たわって、群衆の雰囲気を掴んでいた。
GID00077741	良い考えだ、誰かがここを歩けば、彼らは火あぶりだ。
GID00077742	わたしはここから出て行く… さて、Villaにとってではなく、ちょうど私が最初のチャンスを手に入れたこの呪われた劇場から外へ。
GID00077743	この場所は… 全く変わってないな。
GID00077744	俺はあんたよりも上手な腹話術師を知ってたよ。少なくとも、そいつは自分の名前を胸に刻まなくたって名前を忘れたりはしなかったな。
GID00077745	鏡が自分の名前を私に伝えてくるのだ…ところでお前に似合う名前が幾つかあるぞ。盗っ人、腰抜け…ショーマン。放射線では真実は消せなかったようだな?
GID00077746	真実ってのはな、旦那、こうだ: あんたと俺、俺達はこの蝶ネクタイがある限りは家族だってことだ。口に気を付けな、脅しなんか意味ねえよ。
GID00077747	放射線にやられ、お前は余生をここで過ごすことを選んだ。お前にはここを離れることも出来たはず…このまま行かせるにしては興味深すぎる男だ。
GID00077748	:: せっかちなうなり声 ::
GID00077749	:: 嘆いている。 ::
GID00077750	:: くんくん鳴いている ::
GID00077751	:: 落胆した遠吠え ::
GID00077752	出して。
GID00077753	Dog 謝る、あやまる、あやまるよ。
GID00077754	Dog が何をしたっていうの?
GID00077755	出して、出して!
GID00077756	すごくハラへった。
GID00077757	この場所は好きじゃない。帰りたい、基地に帰りたい。教会でもいい、教会が懐かしい。
GID00077758	ハラが鳴っている。
GID00077759	:: 悲しげな鳴き声 ::
GID00077760	声が戻ってこないといいな。あの、悪い奴。
GID00077761	Master はどこ?どこかに行ったの?Dog、今回はいい子にする。
GID00077762	悪いもの飲み込んだ。焦げたワイヤーみたいな味がする。
GID00077763	:: 腹が鳴っている.::
GID00077764	あの馬鹿者が首輪を飲み込んだのが信じられん。
GID00077765	あの人間は何をあんなに長く話していたのだ。
GID00077766	もしあの人間が首輪を付けていなかったら…
GID00077767	人の体内は横たわった噴水のように見えるのが不思議だ。
GID00077768	あいつを殺さずにPip-Boyを腕から剥ぎ取れるかもしれない。フーム。
GID00077769	空気が銅みたいな味がする。もしくはOld Worldの金か。
GID00077770	何もかもが失われた…おかげでこの馬鹿の腹は空く一方だ。
GID00077771	静かに、Dog、檻の中に居ろ。
GID00077772	Sierra Madre は俺のモノであり、俺の心に馴染む所なんだ。
GID00077773	長続きはせんだろう。心などない。お前は嫌々なんだ、その言葉から分かる。
GID00077774	聴力検査を受けた方がいいんじゃないか?Sierra Madre、それは俺の為にあるんだ。
GID00077775	お前は Sierra Madre を離れることが出来たはず。Villa を離れ、自由を手にすることが。
GID00077776	ライトはどこ?Dog ライトが見たい。
GID00077777	ライトを見るのが待ちきれない。
GID00077778	:: せっかちなうなり声 ::
GID00077779	急がないと、Dog ここ嫌い。
GID00077780	行かなきゃ…カジノォォ。
GID00077781	これ前にも…やった?思い出せない。
GID00077782	ショーとライトとだ、それに叫びたい。
GID00077783	:: 嘆いている。 ::
GID00077784	:: くんくん鳴いている ::
GID00077785	:: 落胆した遠吠え ::
GID00077786	出して。
GID00077787	Dog 謝る、あやまる、あやまるよ。
GID00077788	Dog が何をしたっていうの?
GID00077789	ライトと炎だ。
GID00077790	素敵だぁ。
GID00077791	うるさいなぁ。
GID00077792	マスターはどこ?マスターが空に火を付けたの?
GID00077793	:: 楽しそうな拍手 ::
GID00077794	わあぁぁぁぁ!
GID00077795	:: 怯えた遠吠え ::
GID00077796	出して、出して!
GID00077797	うるさい、うるさい!
GID00077798	ストリートにいると耳が痛い!
GID00077799	明るい、明るすぎる。
GID00077800	急ぐぞ、我々はここでは的だ。
GID00077801	遂にもうすぐだ。これであの障害も取り除ける。
GID00077802	静かに Dog、檻に戻ってろ。
GID00077803	旧世界の死の罠にはうんざりだな。
GID00077804	これで Sierra Madre は私のものだ。
GID00077805	彼らは私をここに残してみないほうがいい…
GID00077806	フェスティバルが始まったら、私が最初に扉へ到達する者となる。
GID00077807	私は常に人の屑を処理してきた、これで最後だ…
GID00077808	爆弾が落ちた後でさえも、テクノロジーの奴隷でいるのか。Pip-Boy に首輪…ふん。
GID00077809	私はこのためにあなたを折檻するつもりです、Dog。これを貫いていくためにあなたを檻ごと破壊するでしょう。
GID00077810	このすべて、もし私がSierra Madreの中へ入れたら、それはこの全てと同じ価値ががる。この全てだ。
GID00077811	首輪はすぐに停止する… 私たちが事件を解決すれば、そうだ。
GID00077812	あの人間がやったな。よし。
GID00077813	前回のようにはいかんぞ ― Dog、お前は檻に戻っていろ。
GID00077814	門へ到達する時だ、"友人"よ、そうでないかもしれないが。
GID00077815	炎とスピーカーが Ghost People を外へと追いやるだろう。
GID00077816	これから行くぞ、人間め…お前はただ待っていればいい。
GID00077817	Madre は私のものだ。
GID00077818	ふむ。あの人間がやったようだ。
GID00077819	前回と同じ光景だ。いくぞ Dog、訓練通りにだ。
GID00077820	門は長くは開いていないだろう。
GID00077821	身を潜めなければ…今は邪魔を受け入れられるような余裕はない。
GID00077822	素晴らしい旧世界の光が私の前に。
GID00077824	私だ… 彼は眠った。やっと。しーっ。
GID00077825	Dog… 私の全ての望みはあなたが私の言うことを聞くことであり、あなたの世話をさせてください。あなたが怪我をしないようにしてください…
GID00077826	私は今そうできます。そしていつか、あなたの準備が出来た時に、あなたを外に出します。あなたが落ち着いたとき、そして私たちが… お互いを理解した時に。
GID00077827	そして私たち、あなたと私の心と本能は落ち着いています。その時、世界は私たちに準備ができるでしょう。
GID00077828	おーい?声?いますか?Dogですよ……Dogは自分の声を聞けます。声は… 檻の中?閉まってる。
GID00077829	今Dogが話す。今Dog、怖くない。それから… おなか減った。もっとおなか減った。
GID00077830	Dogエサ見つけた… エサばらばらに裂いて、食べる。追いかけて、走れない、ちょうだい。最終的に、Dogが満腹になるまで。
GID00077831	ここはどんな場所だ?
GID00077832	妙な感じ、まるで… 眠気みたいな。私の首の、これは… 鎖?私の… 私の胸の何か刻まれてる。
GID00077833	"God"。いや… 神じゃない。何かをひっくり返した… ふむ。そのうちの一つだった…?
GID00077834	休息すべき、体力を取り戻して… それからこの場所を探索して、そこに何があるか確かめよう。
GID00077835	…カジノを燃やしに行こう、何も存在しないように…
GID00077836	…檻の中に。あなたがしようとしていることを止めてくれ、私たちはできる…
GID00077837	…今あなたの話が聞けます。長くはない、けど…
GID00077838	…私の言うことを聞くんだ。お前のお守りはもううんざりだ、うんざりだ…
GID00077839	…Dogを寝かしつけて、彼は檻の中で目覚め、腹を空かせ、Dogは欲しい…
GID00077840	…お前を守るためなんだ、いつだってお前を守りたくてのことだったんだ、私が主導権を握らなければならかった理由は…
GID00077841	…マスター。マスター、私を解放して、Dogはやらなければ…
GID00077842	…話を聞いてくれ。もしそんなことをしたら、我々は両方とも…
GID00077843	…死ぬ。Dog死にたい。もうかまわないで、あなたに飽きた。この場所に飽きた。マスターは…
GID00077844	…我々を救おう。この私に我々を救わせてくれ。でなければお前は…
GID00077845	ふむ。あの人間がやったようだ。
GID00077846	前回と同じ光景だ。いくぞ Dog、訓練通りにだ。
GID00077847	素晴らしい旧世界の光が私の前に。
GID00077848	あの人間がやったな。よし。
GID00077849	前回のようにはいかんぞ ― Dog、お前は檻に戻っていろ。
GID00077850	門へ到達する時だ、"友人"よ、そうでないかもしれないが。
GID00077851	炎とスピーカーが Ghost People を外へと追いやるだろう。
GID00077852	これから行くぞ、人間め…お前はただ待っていればいい。
GID00077853	Madre は私のものだ。
GID00077854	すごくハラへった。
GID00077855	ハラが鳴っている。
GID00077856	:: 悲しげな鳴き声 ::
GID00077857	声が戻ってこないといいな。あの、悪い奴。
GID00077858	:: 腹が鳴っている.::
GID00077859	身を潜めなければ…今は邪魔を受け入れられるような余裕はない。
GID00077860	なぜ信号を見失ったのかが未だに分からん…
GID00077861	間違いが起きた原因など無い、全ては計画通りなんだ…おそらくは Sierra Madre の呪いなのだろう。
GID00077862	ちっ、まだ肺に雲が残ってガラガラ鳴っておる。
GID00077864	首輪に無線を仕込んだのは正解だった。Pip-Boy は後で回収するとしよう。
GID00077865	21号は何をやっているのだ…むぅ。
GID00077866	馬鹿は眠ろうとしない方がいい。体力が落ちたら、誰か別の者をこの仕事に就けるとしよう。
GID00077867	ううん…長く座りすぎた。いまいましい関節炎め。
GID00077868	戻るには遠く来すぎた。遠すぎる。
GID00077869	ふむ。スレートでキレイに拭きあげよう。Kimball、共和国…Hardin、McNamara、私の"兄弟達"。それから西へ向かうぞ。
GID00077870	何か起きた時の為に幾つかの指示をループを改善しよう。
GID00077871	私が最後にすることとしてはこの場所の中へ入ることだろう。
GID00077872	志願者が不足している。最後の連中は彼ら自身の欲望を見通すことが出来なかった。
GID00077873	人々が私の言うことだけしていたら、彼らを整列させるのにこれらの酷い首輪は必要なかった。犬のように互いの喉を着け続けよう。
GID00077874	もし…あの忌々しい Holorifle が手元にあればな。あれを作るのにどれだけ時間が掛かったか…全てが終わったら探さなくてはならない。
GID00077875	あれは何だ?
GID00077876	Gala Event… ついに。おそらく町の半分のものを目覚めさせるだろう。
GID00077877	動力がここで変動している… いくつかのシステムが稼働し始めた、良し、良し。
GID00077878	彼らが今しなければならないのはここに辿り着くことだ。待つのはうんざりする。
GID00077879	急げ… 急げ… お前はただ中へ入る必要がある、残りは私が処理しよう。さあ来い、愚か者め。
GID00077880	そう遠くはない… すぐだ、Sierra Madreは私のものだ。ドアは永遠に開いているわけではない… まさしくこれが最後だ。来い。
GID00077881	大丈夫だ、いま全てが一緒にやってくる。
GID00077882	ほんのもうしばらくの間ただ彼らの歯車を回し続ける必要がある。
GID00077883	この古いPip-Boyが私を守ったなんて信じることが出来ない。たとえこれが私を最初の信号に導いたとしても。
GID00077884	新入りも Pip-Boy を備えていたのは幸いだった。恐らくは Vault 21 の居住者から盗んだのだろうが。とはいえ、盗賊はまさに私の必要としていた者でもある。
GID00077885	他のものがこれの半分も命令に従いさえすれば… 最初の数回は首輪を繋げておくべきだった。
GID00077886	今もなおVillaのスピーカーに遠方から接続できるのは幸いだ…
GID00077887	クソHologram技術め。セキュリティとしての価値はない… 武器としては良いが。
GID00077888	一体全体彼らは向こうで何をしてるんだ。急げ、愚か者め、私はもう数年無駄にする気はないぞ。
GID00077889	ドアで出し抜いた。密閉されたドアは誰も守らない、それがするのは私たちを封じ込めることだけだ。
GID00077890	なぜ所有者はこのすべてをGala Eventに結びつけたのだろう、狂気… 遡って考えよう、フェスティバルはあなたのキーとなる。爆弾が落ちたのも不思議ではない。
GID00077891	聞こえているか? ここでは信号が強くなるはずだ。こいつをループするよう設定しておこう…私が少々席を外すことになった時の為にな。
GID00077892	爆弾が落ちた時、このカジノは皇帝の墓のように封印された。この意味が分からなければ気にするな、とにかく我々は捕えられたということだ。
GID00077893	さしあたって ― メインフロアに動力を走らせるのだ。それでエレベータとドアが開くはずだ。
GID00077894	彼らがこの場所に閉じ込められたとき衣服は奪われなかった、旧世界のゴミだ。見かけ倒しの出来栄えだ。
GID00077895	一度動力を付けてから、次の段階について話すつもりだ。まあこの段階を終わらせてから聞きなさい。
GID00077896	君の仲間がどこにいるか考えているならば、さて… カジノは彼らを来客と見なしたようだ。彼らはそれぞれ割り当てられたフロアにいるということだ。ちょうど私のようにな。
GID00077897	彼らを気にするな、君が動力を稼動することが出来なければ彼らは無力だ。
GID00077898	私に必要なのは残りを処理する君だけだ。我々はどちらも彼らを処理する必要があって、一人づつな、そしてVaultは… 我々のものだ。
GID00077899	ハ!動力を付けたか、素晴らしい。君は大した掘り出し物だ、時間が過ぎ去る前に私の罠が君を捕まえることが出来てよかった。
GID00077900	その上、君が最初にこの場所に辿り着かずに、略奪を始めなかったのも幸いだ… それを手に入れることはできないが。HELIOSのように。そしてHoover Damのように。
GID00077901	それでは、これを設定しよう、君がある種のサヴァン症候群の頭蓋で思い出す必要があるときに繰り返してくれ…
GID00077902	それで、私の貪欲な友よ、我々はいくつかやり残した仕事がある。私は分担することではないが、それらの未解決事項は早く完了する必要がある。
GID00077903	残りの君のチームは違うフロアにいる。カジノの記録から導かれた最高に"合うもの"として、彼らにはそこが割り当てられた。
GID00077904	どうやったかは聞くな、戦前のカジノのセキュリティとエスコートシステムは私の専門ではない。
GID00077905	各フロアに行って、彼らを殺せ。彼らはもう必要ない… やれやれ、君が居る今となってはな。
GID00077906	我々は誰も必要としない… お互いを除いては。一緒に、我々でSierra Madreに押し入ろうじゃないか、そして二人ともこの場所を後にしようじゃないか。
GID00077907	さて… 我々のちょっとした強盗が順調に進めば、君はVaultに行くだろう… そこが私の詳しくない種類のコードでロックされていなければだが。
GID00077908	カジノVaultへのドアはエグゼクティブスイートの中に隠されている、開錠する手段がなければ、それは役に立たない。
GID00077909	コードを迂回して、開ける方法を捜せ、それから話そうじゃないか。
GID00077910	やり遂げたか… ボイスロック。なぜ彼はそうしたんだ?あー!気にするな。
GID00077911	今下に降りる必要がある、見回してくれ。降りた先に意外なものがないか確かめろ。
GID00077912	君がVaultを見つけたら私も進むとしよう。私自身が危険を冒す必要はまだない。
GID00077913	行の終わり。
GID00077914	私は… 私たちは… あなたが滞在を楽しめたことを願う。
GID00077915	別れは悲しみの時間でもある。行かせることは… 難しい。Sierra Madreの来客として、あなたは誰よりも真実を知っている。
GID00077916	Frederick Sinclairは人の人生を毎日新たに作ることが出来ると信じていて、その幸運はあなた次第で財産以上でした。
GID00077917	愛。人生… 家族、気にかける人々とあなたを気にかける人々。
GID00077918	こうした喜びを知っている人々、まさか彼らのほとんどがSierra Madreを所有していないなんて。
GID00077919	世界の外では、こうした壁の向こう側で、あなたがやり直す機会があります。
GID00077920	私はあなたが幸せな時間に戻ることを望みます。それまでは、Sierra Madre… そして私は… あなたを私たちの中心で支えましょう。
GID00077921	お客様、そしてVillaの居住者の方々は同じように、外へ踏み出して夜空を見上げてください。
GID00077922	あなたが待っていた瞬間、私たちがここにいる理由、Gala Event、Sierra Madreカジノのグランドオープンです。
GID00077923	あなたはこの重要な行事にふさわしい人々の一人です、そしてそのために、あなたに感謝します。
GID00077924	そして祝賀の乾杯をしてください。ストリートは音楽にあふれ、花火は空を照らし、それから約束された新生はあなたの心を満たします。
GID00077925	あなたの財産に何があろうと、どんな心配事を抱えていても、この夜が過ぎてしまえば、やり直せます。
GID00077926	もっとも、私は急ぐことを提案します。Sierra Madreのゲートは短い間しか開いていません。
GID00077927	そのあとは、ドアは晩の祭典の為に閉じるでしょう、そして朝まで開くことはありません。
GID00077928	そこの壁の穴を通って行こう。もし舞台裏に出れたら、地元住民を避けられる。
GID00077929	[Hologramは身ぶりをして、金額や数字を示しているようにみえる。]
GID00077930	[Hologramはあなたの前のテーブルを指します。あなたがチップを置くと、テーブルはヒューという音と共に回転し、戦前の紙幣が現れます。]
GID00077931	[Hologramは頷き、ぎこちなく別れの挨拶をします。]
GID00077932	[あなたは紙幣をカウンターに置きます。パネルが回転し、そして紙幣が一つのSierra Madreのチップに置き換わります。]
GID00077933	[あなたはカウンターに紙幣を置きます。パネルはヒューという音とカチッという音を鳴らしてひっくり返り、それからパネルは一握りのSierra Madreのチップと共に上がってきます。]
GID00077934	[あなたはカウンター上に紙幣を数えて出します。パネルがひっくり返り、それからゆっくりと、間断のないカチッとした音が続き、そしてチップの束がパネルから上がってきます。]
GID00077935	[Hologramは待ちます。]
GID00077936	[Christineは一息ついてかすかに微笑み、頷きます。彼女はわずかに口を開き、それから閉じます、挫けました。]
GID00077937	[彼女はあなたを指して、それから拳を作り、それを彼女の胸に置いて頷きます。]
GID00077938	[Christineは一息ついてかすかに微笑み、それからエレベータに向かいます。]
GID00077939	あなたは本当になにをしたの… プロトコルにアクセスできない。ElijahがMadreのセキュリティを中断出来るなんて思わなかった… ふん。また、Scribeにならなければね。
GID00077940	セキュリティが落ちた…?ふん。どうってことない、あなたの助けにはならない。
GID00077941	そちらが私の考える人なら、こちらはChristine… 回復した。ここは旧世界のホテルの部屋のように思える。出口が封鎖された、高級な、二つの部屋。
GID00077942	フロアはホログラムに警備されてる。最新の技術じゃなくて、視界に入ったものを目標とするシステム、原始的で、なじみ深いヤツね。
GID00077943	フロアは客をとてもよく保護しているように見える。スイートを確かめたら、Villaの噴水と同じホログラムの女性を見かけたわ。
GID00077944	その混信した周波数を選別したら、Villaと同じものだったわ、フロアのスピーカーとラジオは動いてる。耳を外に向けて、壁に注意して。
GID00077945	このフロアのドアは緊急時には全て手動で操作されて、しっかりとロックされていたわ。どこか周辺にキーカードがあるはずよ。
GID00077946	セキュリティシステムは爆弾よりも多く、ここの人々を殺したように思える。このカジノから出る道があればいいだけれど。
GID00077947	私の首輪は何… Elijah?もしくは… いえ、あなたよ。ならいいわ。こちらはChristine、声を取り戻した。あなたは間違ったフロアに降りて、捕らわれた。
GID00077948	あなたがそれを過去のセキュリティにできればいいのに。私はGala Event以来、あなたの世話をするのを期待している。
GID00077949	あなたとElijahはこのすべての時間において一緒に活動していた。ちょうどあなたの行動から、あなたが彼と… 同じものに対する見解を持っていることを知っておくべきだった。
GID00077950	あなたがまだ死んでいなければいいのに… 確信はあるけどね、私の首輪がその印。今すぐそれを起爆することもできるけど、それは特別な誰かの為に取っておきましょう。
GID00077951	時間は君の敵だ。常にそうだったようにな。
GID00077952	全ては君が望んだ戦いだよ… Sierra Madreが君の墓標となる。
GID00077953	私が自分の武器を手放すと思うか… 見せてあげよう。
GID00077954	君は遥々とここまで来た… だが君は到着して直ぐに負けていたのだ。
GID00077955	勝ったと思ったか? お前は何も得ていない。
GID00077956	裏をかいたつもりか? 君は逃げられない。鎖に繋がれているんだ、いつもそうだったようにな。
GID00077957	戦前の技術… 制御はとても簡単だ、あなたのPip-Boyのようにな。タレット、ホログラム、それらはみなただのおもちゃだ。
GID00077958	これに構うな。
GID00077959	あぁぁ… 戦前のゴミが。自分の手でお前を片付けてやる。
GID00077960	え?これは何だ。
GID00077961	警報… なんだ… お前。上手く私を騙し通せると思うのか?
GID00077962	この全構造が私の命令に従う。セキュリティ… 兵器… この全ての技術が、私のものだ。今すぐに、お前は死ぬ。
GID00077963	逃げ切れたと思ったか… まさかな。いいや、お前は決して外に出られない… 私の手はいつでもお前の首に掛かってる。
GID00077964	Vaultに留まる?それがお前を守ると思うのか?いいや… 私はそうは思わない。
GID00077965	私はSierra Madreを使ってお前を殺すつもりだ。カジノの全ての防衛機構を負かすことはできない… 今はもう時間の問題にすぎない。
GID00077966	私から本当に盗み出せると思うか?Sierra Madreは私のものだ。
GID00077967	Christine、Elijahを捕らえる任務の際に傷を負い、彼を捕まえることなく、Sierra Madreカジノで非業の死を遂げた。
GID00077968	彼女の任務は決して完了することはなかった。そしてまた彼女も何が彼女を第一に任務を受け入れさせたのかを考えるために止まることはなかった。
GID00077969	強迫観念は欲望の別の一面である。Christineが決して学ばなかった教訓だ。
GID00077970	Christineは、任務は完了し、Sierra Madreの監視人としての新たな目的を見つけた。彼女は、静かにそこを見張っていた。
GID00077971	時間が経つにつれて、Ghost Peopleは彼女をホログラムの一人と見なし始めた。彼らは静かに、彼女が彼らの間を歩くのを見ていた。
GID00077972	時々、Christineは自分の喉をElijahの手から守った運び屋のことを考えた。
GID00077973	運び屋は彼女がBig Emptyで出会った他の運び屋を思い出させ、そして二人が互いを見つけたか知りたがった。
GID00077974	彼女はDivideの伝説を聞くまで再び彼らのことを考えることはなかった。
GID00077975	Divide、2人の伝令(2人の運び屋)が古代の旗の下で戦った、世界の端。
GID00077976	Dean Domino、芸能人、歌手… 泥棒… 彼の最後のショーはSierra Madreの舞台だった。
GID00077977	彼が二百年を費やした強盗の計画は、まず相棒の力を過小評価したことで崩壊した。
GID00077978	運び屋がVillaを去ってそう経たないうち、一つ一つ劇場の明りは消えていった。
GID00077979	Deanのホログラムだけが舞台上に残り、誰もいない部屋へと静かに歌っている。
GID00077980	その富と廃墟に留まっていた時間と同じほどに遥か昔から、Sierra Madreは彼を虜にしていた。
GID00077981	Dean Domino、芸能人、歌手… 泥棒… 彼は運び屋に助け出された後、長い間Sierra Madreの探索を行わなかった。
GID00077982	いったん舞台を去ると、Sierra Madreは彼を来客として認識し、多くの扉を彼に開いた。彼はそこに依存し続けていたことを認めなければならなかった。
GID00077983	探索の最中、VeraとSinclairの最後の記録に辿り着き、爆弾の落ちた夜に起きたことを理解した。
GID00077984	少しの間、妙に悲しくなり、そしてその理由が分からなかった。
GID00077985	それを無視し、運び屋が来た場所について意識を切り替えた。Vegasは未だ、Mojaveの向こうに存在していた。
GID00077986	名所、音楽… そしてカジノ。熟れきっていた。
GID00077987	最後に一つ、Sierra Madreを一瞥して頷き、彼はやり直すためにCloudを越えて出発した。
GID00077988	DogがSierra Madreカジノに倒れた時、2人は一体となって死んだ。
GID00077989	Dogは飢えの中、1人で怯えながら死んでいった。
GID00077990	彼の頭の中の声は彼と共に死んだ。激怒し、荒れ狂い叫んでいた。
GID00077991	しかし声が消え、Dogは穏やかだった。
GID00077992	少なくともDogは死んだので、声はこれ以上彼を見張る必要がなくなった。
GID00077993	命が終わる直前、2つの人格の間の壁が崩れた。2人は彼らの間をつなぐ鎖を静かに見ていた。
GID00077994	飢餓と支配は、Dogと彼の影が理解しえなかった対の欲望だった。
GID00077995	Dogは内なる怒りの声により自分自身を忘れた。彼らの死後、新しい声はミュータントの抜け殻に話しかけた。
GID00077996	声にとってかつて自分だった2人のことを思い出すのは難しかった。 飢餓に食い尽くされた獣、Dog。
GID00077997	…そしてその裏側のもう一人。 支配に焼き尽くされた誰か。
GID00077998	2人とも互いを必要として駆り立てられていた。運び屋は彼らを一緒に連れて行き、どうにかして、2人を1人に統合した。
GID00077999	Sierra Madreで起こった全てが、新しい人格にとって心の雲の中で瞬く光のようにぼんやりとした記憶だった。
GID00078000	Divideでの戦いが彼の耳に届くまで新しい声は運び屋のことを再び考えることはなかった。
GID00078001	2人の運び屋の間の戦いは、引き裂かれた空と旧世界の旗の下で行われた。 …互いへの言葉を運んだまま。
GID00078002	そしてミュータントは救ってくれた返礼として運び屋の為に祈った。
GID00078003	Dogは、頭の中の声から解放され、マスターの声を待つ必要がなくなったため、西部に戻り放浪した。
GID00078004	飢餓は決してなくなることはなかった。時に小さな集落は突然消えた。
GID00078005	犬やBrahmin、そして人間さえ、Wastelandの生物によって襲われ遠くへ引きずられていったと思われていたのだ。
GID00078006	DogとDogの鎖を握っていたものの両方から解放され、もう一人の声は最初は心を、ついにはミュータントの抜け殻を再び支配した。
GID00078007	彼の最初の行動は慎重に体の傷を手当てすることだった。胸を引き裂くぎざぎざの名前を残し、傷はゆっくりと回復していった。
GID00078008	しばらくSierra Madreに残ることも考えていたが、そこはもう必要としない何かを象徴する記念碑のように思えた。
GID00078009	彼は自分と似た誰かを探して西へと歩き始めた。そして、自分を解放し、再びやり直すことを可能にしてくれた運び屋のことを話した。
GID00078010	あなたが信用できるか確信が持てなかった。今はわかってる。
GID00078011	見て、私がここで目覚めた時… しかしそれが起きたの… 手元に鍵があって ― これは彼女のものだと思う。
GID00078012	まだそれを使う機会をなくて ― 衣装棚か金庫を開くのかも ― あなたが来るまでは試す時間がなかったわ。さあ、やってみましょう。
GID00078013	あなたが信用できるか確信が持てなかった。今はわかってる。
GID00078014	沈黙は私に好都合だわ。あなたの主が現れたら、彼も私が処理しましょう。
GID00078015	あなたのPip-Boyを乗っ取った人、Elijahを探しています… 何時かのようにね。
GID00078016	彼はSierra Madreが存在する限り離れられない。彼が何をしたか…。 彼が以前に行ったことに比べればここでやったことなど何でもないわ。
GID00078017	彼を誘き出す唯一の方法はあなたがVaultに入ることよ…。 彼はあなたが降りたあと1人にしておくことはないわ。その時に彼を殺す。
GID00078018	幸運を。彼は… 簡単な相手ではないわ。可能ならば、手を貸せる。Sierra Madreのコンピューターシステムを使って何かを計画できるかもしれない。
GID00078019	[Christineはうなずき、後ろで僅かに踏み出し、待っている。]
GID00078020	そうだな。
GID00078021	うれしいわ
GID00078022	[Christineはうなずく。]
GID00078023	よろしい。私は我慢できなくなっていた…。
GID00078024	うー。Dogついてく。
GID00078025	[Christineは空気を嗅いで、それくら彼女の首としかめ面に触れます。彼女は空気を身ぶりで示して彼女の手首を軽く叩きます。]
GID00078026	[Christineはあたりを見ましてから、頷いて部屋の離れた側にあるターミナルへ向かいます。]
GID00078027	[Christineは壁の配電箱を指して、彼女の手を曲げます。]
GID00078028	[Christineはあなたがキャットウォークの縁に近寄ると首を振ります。彼女はキャットウォークから顔をそむけて辺りを見回し始めます。]
GID00078029	[Christineは下の毒性の雲を指し示し、それから指で歩く動作を作りゆっくりと首を振ります。]
GID00078030	[Christineは目を細めます。彼女はまるで聞き耳を立てるように人差し指を持ち上げて、それから冷酷に前を指して想像上の引き金を引きます。]
GID00078031	[Christineはあなたに頷いて、それから地面のGhost Personに向かって首を切る動作をします。]
GID00078032	[彼女は噴水の周りで指をぐるりと回してから、会話をするように指と親指を素早く動かします。]
GID00078033	[彼女は眉をひそめて、手を動かすのを止め、それからあなたの手首のPip-Boyを指しました。]
